candidate,classification,track_pathway,model_signature,listing_signature,observed_price_aud,observed_url,conversation_id,conversation_title,recommended_action
3. HP Omen 17,Missing,UNKNOWN/UNKNOWN,3 hp omen 17 rtx 4090,3 hp omen 17 rtx 4090 open box 3500,3500,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
4. ASUS ROG Strix Scar 17 X3D,Missing,1/1A,4 asus rog strix scar 17 x3d rtx 4090 laptop,4 asus rog strix scar 17 x3d rtx 4090 laptop 4899,4899,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
5. MSI Raider GE78 HX,Missing,1/1A,5 msi raider ge78 hx rtx 4090 laptop,5 msi raider ge78 hx rtx 4090 laptop used 3500,3500,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
6. ASUS ROG Zephyrus Duo 16,Missing,1/1A,6 asus rog zephyrus duo 16 rtx 4080 laptop,6 asus rog zephyrus duo 16 rtx 4080 laptop used 3000,3000,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
7. Alienware m18 / x17 / m17,Missing,1/1A,7 alienware m18 x17 m17 rtx 4090 laptop,7 alienware m18 x17 m17 rtx 4090 laptop dell au,UNKNOWN,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
8. Any directly equivalent,Missing,1/1A,8 any directly equivalent rtx 4090 laptop,8 any directly equivalent rtx 4090 laptop 4500,4500,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
Lenovo Legion 9i,Missing,1/1A,lenovo legion 9i rtx 5090 laptop,lenovo legion 9i rtx 5090 laptop 9999,9999,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
ASUS Scar 18,Missing,UNKNOWN/UNKNOWN,asus scar 18 rtx 4080,asus scar 18 rtx 4080 5199,5199,UNKNOWN,69fd7916-a7b0-83ec-bc7a-ab890c2f21e1,RTX 3080 Ti Laptop Search,Review against existing cards and verify live facts before intake.
"In summary, the Razer Blade 18 (",Missing,1/1A,in summary the razer blade 18 rtx 4090 laptop,in summary the razer blade 18 rtx 4090 laptop used 3600,3600,UNKNOWN,6a002701-3fb8-83ec-b3ef-af4e51f8c75f,Deep Research Error,Review against existing cards and verify live facts before intake.
"AU$6,497.70",Missing,UNKNOWN/UNKNOWN,au 6 497 70 rtx 5080,au 6 497 70 rtx 5080 6497 7,6497.7,UNKNOWN,6a002701-3fb8-83ec-b3ef-af4e51f8c75f,Deep Research Error,Review against existing cards and verify live facts before intake.
Do not buy this from Fishpond yet.,Missing,1/1A,do not buy this from fishpond yet rtx 5080 laptop,do not buy this from fishpond yet rtx 5080 laptop fishpond yet,UNKNOWN,UNKNOWN,6a002701-3fb8-83ec-b3ef-af4e51f8c75f,Deep Research Error,Review against existing cards and verify live facts before intake.
Phase1-Missed — Alienware m18 / Area-51 RTX 4090 16GB,Missing,1/1A,phase1 missed alienware m18 area 51 rtx 4090 16gb rtx 4090 laptop,phase1 missed alienware m18 area 51 rtx 4090 16gb rtx 4090 laptop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase1-Missed — RTX 3090 24GB refurb tower builds,Missing,UNKNOWN/UNKNOWN,phase1 missed rtx 3090 24gb refurb tower builds rtx 3090 24,phase1 missed rtx 3090 24gb refurb tower builds rtx 3090 24 refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase1-Missed — RTX 4080 SUPER desktop prebuilts,Missing,1.5/UNKNOWN,phase1 missed rtx 4080 super desktop prebuilts rtx 4080 super 16 desktop,phase1 missed rtx 4080 super desktop prebuilts rtx 4080 super 16 desktop used,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 5080 Laptop 16GB variants,Missing,1/1A,phase2 new rtx 5080 laptop 16gb variants rtx 5080 laptop,phase2 new rtx 5080 laptop 16gb variants rtx 5080 laptop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 5090 Laptop 24GB workstation/gaming laptops,Missing,1/1A,phase2 new rtx 5090 laptop 24gb workstation gaming laptops rtx 5090 24 laptop,phase2 new rtx 5090 laptop 24gb workstation gaming laptops rtx 5090 24 laptop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 5000 Ada 16GB mobile workstations,Missing,1.5/UNKNOWN,phase2 new rtx 5000 ada 16gb mobile workstations rtx 5000 ada desktop,phase2 new rtx 5000 ada 16gb mobile workstations rtx 5000 ada desktop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — Radeon RX 7900M 16GB laptops,Missing,1/1A,phase2 new radeon rx 7900m 16gb laptops radeon rx 7900m 16 laptop,phase2 new radeon rx 7900m 16gb laptops radeon rx 7900m 16 laptop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 3080 Ti 16GB laptops,Missing,1/1A,phase2 new rtx 3080 ti 16gb laptops rtx 3080 ti 16 laptop,phase2 new rtx 3080 ti 16gb laptops rtx 3080 ti 16 laptop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 4080 12GB laptops,Missing,1/1A,phase2 new rtx 4080 12gb laptops rtx 4080 12 laptop,phase2 new rtx 4080 12gb laptops rtx 4080 12 laptop new 3,3,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 5070 Ti 12GB laptops,Missing,1/1A,phase2 new rtx 5070 ti 12gb laptops rtx 5070 ti laptop,phase2 new rtx 5070 ti 12gb laptops rtx 5070 ti laptop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 4000 Ada 12GB mobile workstations,Missing,1.5/UNKNOWN,phase2 new rtx 4000 ada 12gb mobile workstations rtx 4000 ada desktop,phase2 new rtx 4000 ada 12gb mobile workstations rtx 4000 ada desktop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Phase2-New — RTX 3500 Ada 12GB mobile workstations,Missing,1.5/UNKNOWN,phase2 new rtx 3500 ada 12gb mobile workstations rtx 3500 ada desktop,phase2 new rtx 3500 ada 12gb mobile workstations rtx 3500 ada desktop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 3090 24GB refurb desktops,Missing,1.5/UNKNOWN,rtx 3090 24gb refurb desktops rtx 3090 desktop,rtx 3090 24gb refurb desktops rtx 3090 desktop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 3080 Ti 16GB laptops,Missing,1/1A,rtx 3080 ti 16gb laptops rtx 3080 ti laptop,rtx 3080 ti 16gb laptops rtx 3080 ti laptop used,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 5000 Ada 16GB workstations,Missing,1.5/UNKNOWN,rtx 5000 ada 16gb workstations rtx 5000 ada 16 desktop,rtx 5000 ada 16gb workstations rtx 5000 ada 16 desktop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 4090 laptops,Missing,1/1A,rtx 4090 laptops rtx 4090 laptop,rtx 4090 laptops rtx 4090 laptop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 3090 refurb GPUs,Missing,UNKNOWN/UNKNOWN,rtx 3090 refurb gpus rtx 3090,rtx 3090 refurb gpus rtx 3090 refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
RTX 5090 Laptop 24GB,Missing,1/1A,rtx 5090 laptop 24gb rtx 5090 laptop,rtx 5090 laptop 24gb rtx 5090 laptop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
"{""candidate"":""",Missing,1.5/UNKNOWN,candidate rtx 3090 24 desktop,candidate rtx 3090 24 desktop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
"{""candidate"":""",Missing,1/1A,candidate rtx 3080 ti 16 laptop,candidate rtx 3080 ti 16 laptop used,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
"{""candidate"":""",Missing,1/1A,candidate rtx 5000 ada 16 laptop,candidate rtx 5000 ada 16 laptop refurbished,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
"{""candidate"":""",Missing,1/1A,candidate rtx 5080 16 laptop,candidate rtx 5080 16 laptop new,UNKNOWN,UNKNOWN,6a056fb0-9aa0-83ec-bdaa-78b01136fb48,Cross-Platform Opportunity Discovery,Review against existing cards and verify live facts before intake.
Used,Missing,UNKNOWN/UNKNOWN,used rtx 3090,used rtx 3090 used,UNKNOWN,UNKNOWN,6a06510f-4668-83ec-8aad-4008918f78d6,Repomix Project Log Structure,Review against existing cards and verify live facts before intake.
Track used,Missing,UNKNOWN/UNKNOWN,track used rtx 3090,track used rtx 3090 used,UNKNOWN,UNKNOWN,6a06510f-4668-83ec-8aad-4008918f78d6,Repomix Project Log Structure,Review against existing cards and verify live facts before intake.
"product[""turn0product0"",""Refurbished MSI Raider 18HX AI A2XWIG",Missing,1/1A,product turn0product0 refurbished msi raider 18hx ai a2xwig rtx 5080 16 laptop,product turn0product0 refurbished msi raider 18hx ai a2xwig rtx 5080 16 laptop refurbished,UNKNOWN,UNKNOWN,6a0859a1-3534-83ec-b8b2-61e59bed9a5f,AI Laptop Assessment,Review against existing cards and verify live facts before intake.
